,상호,휘발유,상표,셀프여부,주소,시
711,경일석유(주) 도영주유소,1723,GS칼텍스,Y,경기 용인시 기흥구 용구대로 2100,용인시
712,서일석유(주)기흥서일 주유소,1723,GS칼텍스,Y,경기 용인시 기흥구 신수로 179,용인시
713,언남신도시주유소,1723,SK에너지,Y,경기 용인시 기흥구 마북로2번길 69,용인시
714,㈜한미석유 기흥주유소/충전소,1723,알뜰(ex),Y,경기 용인시 기흥구 공세로 173,용인시
715,서일석유(주)용인서일주유소,1723,GS칼텍스,Y,경기 용인시 기흥구 신수로 70,용인시
716,남사대로주유소,1725,GS칼텍스,Y,경기 용인시 처인구 남사읍 용구대로 202,용인시
717,CJ대한통운㈜ 남사IC주유소,1725,S-OIL,Y,경기 용인시 처인구 남사면 용구대로 470,용인시
718,광교서일주유소,1725,GS칼텍스,Y,경기 용인시 기흥구 석성로 1 (보정동),용인시
719,신도시주유소,1728,SK에너지,Y,경기 용인시 기흥구 금화로 2,용인시
720,용인대주유소,1729,현대오일뱅크,Y,경기 용인시 처인구 이동읍 백자로 152,용인시
721,백암셀프주유소,1729,SK에너지,Y,경기 용인시 처인구 백암면 죽양대로 1454,용인시
722,태영주유소,1729,현대오일뱅크,Y,경기 용인시 기흥구 중부대로 859 (상하동),용인시
723,한숲시티주유소,1733,S-OIL,N,경기 용인시 처인구 남사면 처인성로 912,용인시
724,포곡농협가득채움주유소,1733,NH-OIL,Y,경기 용인시 처인구 포곡읍 석성로 871,용인시
725,원천주유소,1733,S-OIL,Y,경기 용인시 기흥구 중부대로 1-5 (영덕동),용인시
726,세종주유소,1734,SK에너지,N,경기 용인시 처인구 이동면 백자로 81,용인시
727,기흥에너지셀프주유소,1735,GS칼텍스,Y,경기 용인시 기흥구 용구대로 1624 (공세동),용인시
728,기흥꽃길주유소,1735,SK에너지,Y,경기 용인시 기흥구 용구대로 1701,용인시
729,동탄행복셀프주유소,1735,GS칼텍스,Y,경기 용인시 기흥구 용구대로 1625 (공세동),용인시
730,주식회사 시헌 STAY 365,1738,SK에너지,Y,경기 용인시 처인구 남사읍 처인성로 973,용인시
731,(주)스마트주유소,1739,현대오일뱅크,Y,경기 용인시 기흥구 동탄기흥로 750 (고매동),용인시
732,삼성주유소,1739,S-OIL,Y,경기 용인시 기흥구 동탄기흥로 694,용인시
