,상호,휘발유,상표,셀프여부,주소,시
1578,고일주유소,1757,SK에너지,N,경기 고양시 일산동구 백마로 455 (풍동),고양시
1579,제1자유로주유소,1757,GS칼텍스,Y,경기 고양시 덕양구 자유로 94,고양시
1580,㈜케이엘페트로 고양셀프주유소,1759,현대오일뱅크,Y,경기 고양시 덕양구 충장로 210,고양시
1581,하늘주유소,1759,SK에너지,N,경기 고양시 덕양구 통일로 1096,고양시
1582,(주)동일석유 신동일산주유소,1759,SK에너지,N,경기 고양시 일산동구 성현로 469 (사리현동),고양시
1583,싱글벙글주유소,1759,SK에너지,Y,경기 고양시 일산동구 장항로 122-8 (백석동),고양시
1584,현대오일뱅크(주)직영 백석동셀프주유소,1759,현대오일뱅크,Y,경기 고양시 일산동구 일산로 144 (백석동),고양시
1585,대성석유(주)스타주유소,1765,GS칼텍스,Y,경기 고양시 덕양구 은빛로 59,고양시
1586,농협하나로유통,1765,NH-OIL,Y,경기 고양시 일산서구  대화로 362 (대화동),고양시
1587,SK에너지(주)직영 오일파워주유소,1769,SK에너지,Y,경기 고양시 일산동구 고양대로 834 (중산동),고양시
1588,SK에너지(주) 백마주유소,1769,SK에너지,Y,경기 고양시 일산동구 중앙로 990 (백석동),고양시
1589,지에스칼텍스㈜ 일산그린주유소,1770,GS칼텍스,Y,경기 고양시 일산동구 고봉로 282,고양시
1590,송산주유소,1775,GS칼텍스,Y,경기 고양시 일산서구 송산로 176,고양시
1591,지에스칼텍스㈜ 토당주유소,1777,GS칼텍스,Y,경기 고양시 덕양구 중앙로 637,고양시
1592,고양(서울방향)주유소/충전소,1779,GS칼텍스,Y,경기 고양시 덕양구 수원문산고속도로 51 (성사동),고양시
1593,씨앤에스에너지(주)구도일주유소 성석,1789,S-OIL,N,경기 고양시 일산동구 고봉로 618 (성석동),고양시
1594,성석셀프주유소,1792,현대오일뱅크,Y,경기 고양시 일산동구 성현로 58 (성석동),고양시
1595,S-OIL 구도일주유소,1795,S-OIL,Y,경기 고양시 덕양구 호국로 1693,고양시
1596,서오능SELF주유소,1797,SK에너지,Y,경기 고양시 덕양구 권율대로 450-1,고양시
1597,문봉주유소,1797,현대오일뱅크,N,경기 고양시 일산동구 문봉길 66 (문봉동),고양시
1598,지에스칼텍스㈜ 능곡주유소,1797,GS칼텍스,Y,경기 고양시 덕양구 지도로 8,고양시
1599,백신주유소,1798,현대오일뱅크,N,경기 고양시 일산동구 장항로 79 (백석동),고양시
1600,꽃마을주유소,1799,GS칼텍스,N,경기도 고양시 덕양구  고양대로 1242 (주교동),고양시
1601,카닥일산주유소,1799,GS칼텍스,Y,경기 고양시 일산동구 백마로 54 (장항1동),고양시
1602,지에스칼텍스㈜ 관산주유소,1800,GS칼텍스,N,경기 고양시 덕양구 통일로 790,고양시
2605,(주)대화에너지,1712,SK에너지,Y,경기 고양시 일산서구 탄중로 251 (탄현동),고양시
2606,탄현기린주유소,1712,GS칼텍스,Y,경기 고양시 일산서구 탄중로 263,고양시
2607,씨앤에스유통(주)탄현주유소,1712,S-OIL,Y,경기 고양시 일산서구 일청로 143 (탄현동),고양시
2608,신덕이로주유소,1713,SK에너지,Y,경기 고양시 일산서구 덕이로 36 (덕이동),고양시
2609,덕이셀프주유소,1720,S-OIL,Y,경기 고양시 일산서구 덕이로 94 (덕이동),고양시
2610,덕양제2주유소,1720,SK에너지,Y,경기 고양시 일산서구 경의로 940,고양시
2611,(주)명주로데오주유소,1724,현대오일뱅크,Y,경기 고양시 일산서구 덕이로 78-3,고양시
2612,한울(주) 서일산주유소,1725,현대오일뱅크,N,경기 고양시 일산서구 법곳길 84 (법곳동),고양시
2613,이산포주유소,1725,S-OIL,N,경기도 고양시 일산서구  고양대로 114 (법곳동),고양시
2614,덕양제5주유소,1725,SK에너지,Y,경기 고양시 일산서구 고양대로 120 (법곳동),고양시
2615,동원주유소,1725,SK에너지,Y,경기 고양시 일산서구 고양대로 717 (일산동),고양시
2616,지에스칼텍스㈜ 신도시주유소,1730,GS칼텍스,N,경기 고양시 일산서구 경의로 945,고양시
2617,현대오일뱅크㈜직영 탄현셀프주유소,1734,현대오일뱅크,Y,경기 고양시 일산서구 경의로 829 (덕이동),고양시
2618,현대오일뱅크(주)직영 덕이주유소,1734,현대오일뱅크,Y,경기 고양시 일산서구 송산로 591 (덕이동),고양시
2619,블루에너지,1736,SK에너지,Y,경기 고양시 일산서구  덕이로 299 (덕이동),고양시
2620,(주)휴세코 희망주유소/충전소,1738,현대오일뱅크,Y,경기 고양시 일산서구 경의로 910,고양시
2621,대화주유소,1745,현대오일뱅크,Y,경기 고양시 일산서구 대화로37번길 58,고양시
2622,(주)주연덕이 셀프주유소,1745,현대오일뱅크,Y,경기 고양시 일산서구 덕이로292번길 13(덕이동),고양시
2623,자유로주유소,1749,SK에너지,Y,경기 고양시 일산서구 이산포길 266 (법곳동),고양시
2624,구도일주유소 송포,1754,S-OIL,N,경기 고양시 일산서구 송산로 494 (덕이동),고양시
2625,(주)한미석유 덕이동주유소,1755,GS칼텍스,N,경기 고양시 일산서구 덕이로 174 (덕이동),고양시
2626,가좌에너지(주),1755,현대오일뱅크,Y,경기 고양시 일산서구 송산로 406 (가좌동),고양시
2627,일산가좌주유소,1757,현대오일뱅크,Y,경기 고양시 일산서구 동서대로 352,고양시
2628,농협하나로유통,1765,NH-OIL,Y,경기 고양시 일산서구  대화로 362 (대화동),고양시
2629,송산주유소,1775,GS칼텍스,Y,경기 고양시 일산서구 송산로 176,고양시
